"outlet_name","political_leaning","link","domain","domain_stripped","source","factuality","bias","qr_check"
"Staten Island Advance","Left-Center","http://www.silive.com/","www.silive.com","silive","MBFC","high","Least Biased","reliable"
"Salt Lake Tribune","Left-Center","http://www.sltrib.com/","www.sltrib.com","sltrib","MBFC","high","Left-Center Bias","reliable"
"The Sydney Morning Herald","Left-Center","http://www.smh.com.au/","www.smh.com.au","smh","MBFC","high","Left-Center Bias","reliable"
"Spiegel Online","Left-Center","http://www.spiegel.de/international/","www.spiegel.de","spiegel","MBFC","high","Left-Center Bias","reliable"
"Honolulu Star-Advertiser","Left-Center","http://www.staradvertiser.com/","www.staradvertiser.com","staradvertiser","MBFC","high","Left-Center Bias","reliable"
"Austin American-Statesman","Left-Center","http://www.statesman.com/","www.statesman.com","statesman","MBFC","high","Left-Center Bias","reliable"
"Tablet Magazine","Left-Center","http://www.tabletmag.com/","www.tabletmag.com","tabletmag","MBFC","high","Left-Center Bias","reliable"
"Tampa Bay Times","Left-Center","http://www.tampabay.com/","www.tampabay.com","tampabay","MBFC","high","Left-Center Bias","reliable"
"Tax Policy Center","Left-Center","http://www.taxpolicycenter.org","www.taxpolicycenter.org","taxpolicycenter","MBFC","high","Left-Center Bias","reliable"
"The Age (Australia)","Left-Center","http://www.theage.com.au/","www.theage.com.au","theage","MBFC","high","Left-Center Bias","reliable"
"The Christian Left","Left-Center","http://www.thechristianleft.org/","www.thechristianleft.org","thechristianleft","MBFC","mixed","Left-Center Bias","reliable"
"The Jakarta Post","Left-Center","http://www.thejakartapost.com/","www.thejakartapost.com","thejakartapost","MBFC","mostly factual","Left-Center Bias","reliable"
"TheJournal.ie","Left-Center","http://www.thejournal.ie/","www.thejournal.ie","thejournal","MBFC","high","Left-Center Bias","reliable"
"The Local (Norway)","Left-Center","http://www.thelocal.no/","www.thelocal.no","thelocal","MBFC","high","Left-Center Bias","reliable"
"The News Tribune","Left-Center","http://www.thenewstribune.com/","www.thenewstribune.com","thenewstribune","MBFC","high","Left-Center Bias","reliable"
"The Olympian","Left-Center","http://www.theolympian.com","www.theolympian.com","theolympian","MBFC","high","Left-Center Bias","reliable"
"The Skimm","Left-Center","http://www.theskimm.com/","www.theskimm.com","theskimm","MBFC","high","Left-Center Bias","reliable"
"The State","Left-Center","http://www.thestate.com/","www.thestate.com","thestate","MBFC","high","Left-Center Bias","reliable"
"Times Headline","Left-Center","http://www.timesheadline.com","www.timesheadline.com","timesheadline","MBFC","mixed","Left-Center Bias","reliable"
"Times of Israel","Left-Center","http://www.timesofisrael.com/","www.timesofisrael.com","timesofisrael","MBFC","high","Left-Center Bias","reliable"
"Albany Times-Union","Left-Center","http://www.timesunion.com/","www.timesunion.com","timesunion","MBFC","high","Left-Center Bias","reliable"
"St. Paul Pioneer Press","Left-Center","http://www.twincities.com/","www.twincities.com","twincities","MBFC","high","Left-Center Bias","reliable"
"Urban Institute","Left-Center","http://www.urban.org/","www.urban.org","urban","MBFC","high","Left-Center Bias","reliable"
"USA Today","Left-Center","http://www.usatoday.com/","www.usatoday.com","usatoday","MBFC","high","Left-Center Bias","reliable"
"Voice of San Diego","Left-Center","http://www.voiceofsandiego.org/","www.voiceofsandiego.org","voiceofsandiego","MBFC","high","Left-Center Bias","reliable"
"Vulture","Left-Center","http://www.vulture.com","www.vulture.com","vulture","MBFC","high","Left-Center Bias","reliable"
"Washington Blade","Left-Center","http://www.washingtonblade.com/","www.washingtonblade.com","washingtonblade","MBFC","high","Left-Center Bias","reliable"
"WNYC","Left-Center","http://www.wnyc.org/","www.wnyc.org","wnyc","MBFC","high","Left-Center Bias","reliable"
"World Policy Institute","Left-Center","http://www.worldpolicy.org/","www.worldpolicy.org","worldpolicy","MBFC","high","Left-Center Bias","reliable"
"Xinhua News Agency","Left-Center","http://www.xinhuanet.com/english/home.htm","www.xinhuanet.com","xinhuanet","MBFC","mixed","Left-Center Bias","reliable"
"York Daily Record","Left-Center","http://www.ydr.com/","www.ydr.com","ydr","MBFC","high","Left-Center Bias","reliable"
"YnetNews","Left-Center","http://www.ynetnews.com/","www.ynetnews.com","ynetnews","MBFC","high","Left-Center Bias","reliable"
"Die Zeit","Left-Center","http://www.zeit.de/english/index","www.zeit.de","zeit","MBFC","high","Left-Center Bias","reliable"
"604 Now","Left-Center","https://604now.com/","604now.com","604now","MBFC","mostly factual","Left-Center Bias","reliable"
"972 Magazine","Left-Center","https://972mag.com/","972mag.com","972mag","MBFC","high","Left-Center Bias","reliable"
"Aeon","Left-Center","https://aeon.co/","aeon.co","aeon","MBFC","high","Left-Center Bias","reliable"
"Ahval News","Left-Center","https://ahvalnews.com/","ahvalnews.com","ahvalnews","MBFC","mixed","Left-Center Bias","reliable"
"Al-Sura","Left-Center","https://al-sura.com","al-sura.com","al-sura","MBFC","mixed","Left-Center Bias","reliable"
"Alberta Views","Left-Center","https://albertaviews.ca","albertaviews.ca","albertaviews","MBFC","high","Left-Center Bias","reliable"
"Allied Progress","Left-Center","https://alliedprogress.org","alliedprogress.org","alliedprogress","MBFC","high","Left-Center Bias","reliable"
"Asian Correspondent","Left-Center","https://asiancorrespondent.com/","asiancorrespondent.com","asiancorrespondent","MBFC","high","Left-Center Bias","reliable"
"BackChannel","Left-Center","https://backchannel.com/","backchannel.com","backchannel","MBFC","high","Left-Center Bias","reliable"
"Balkan Insight","Left-Center","https://balkaninsight.com/","balkaninsight.com","balkaninsight","MBFC","high","Left-Center Bias","reliable"
"Baptist News Global","Left-Center","https://baptistnews.com/","baptistnews.com","baptistnews","MBFC","high","Left-Center Bias","reliable"
"The Budapest Beacon","Left-Center","https://budapestbeacon.com/","budapestbeacon.com","budapestbeacon","MBFC","high","Left-Center Bias","reliable"
"CalWatchdog.com","Left-Center","https://calwatchdog.com","calwatchdog.com","calwatchdog","MBFC","high","Left-Center Bias","reliable"
"The Council of Canadians","Left-Center","https://canadians.org/","canadians.org","canadians","MBFC","high","Left-Center Bias","reliable"
"Cheddar","Left-Center","https://cheddar.com","cheddar.com","cheddar","MBFC","high","Left-Center Bias","reliable"
"Citizen Truth","Left-Center","https://citizentruth.org","citizentruth.org","citizentruth","MBFC","high","Left-Center Bias","reliable"
"Clean Technica","Left-Center","https://cleantechnica.com/","cleantechnica.com","cleantechnica","MBFC","high","Left-Center Bias","reliable"
"Columbia Reports","Left-Center","https://colombiareports.com","colombiareports.com","colombiareports","MBFC","mixed","Left-Center Bias","reliable"
"Consortium News","Left-Center","https://consortiumnews.com/","consortiumnews.com","consortiumnews","MBFC","mostly factual","Left-Center Bias","reliable"
"CT Mirror","Left-Center","https://ctmirror.org/","ctmirror.org","ctmirror","MBFC","high","Left-Center Bias","reliable"
"Dutch Review","Left-Center","https://dutchreview.com/","dutchreview.com","dutchreview","MBFC","mixed","Left-Center Bias","reliable"
"EarthJustice","Left-Center","https://earthjustice.org","earthjustice.org","earthjustice","MBFC","high","Left-Center Bias","reliable"
"Econofact","Left-Center","https://econofact.org/","econofact.org","econofact","MBFC","high","Left-Center Bias","reliable"
"Egyptian Streets","Left-Center","https://egyptianstreets.com/","egyptianstreets.com","egyptianstreets","MBFC","mixed","Left-Center Bias","reliable"
"EU Observer","Left-Center","https://euobserver.com/","euobserver.com","euobserver","MBFC","high","Left-Center Bias","reliable"
"Feminist Frequency","Left-Center","https://feministfrequency.com/","feministfrequency.com","feministfrequency","MBFC","high","Left-Center Bias","reliable"
"Global News","Left-Center","https://globalnews.ca/","globalnews.ca","globalnews","MBFC","high","Left-Center Bias","reliable"
"Independent Australia","Left-Center","https://independentaustralia.net/","independentaustralia.net","independentaustralia","MBFC","high","Left-Center Bias","reliable"
"iNews","Left-Center","https://inews.co.uk/","inews.co.uk","inews","MBFC","high","Left-Center Bias","reliable"
"InsideClimate News","Left-Center","https://insideclimatenews.org/","insideclimatenews.org","insideclimatenews","MBFC","high","Left-Center Bias","reliable"
"Committee to Investigate Russia","Left-Center","https://investigaterussia.org","investigaterussia.org","investigaterussia","MBFC","high","Left-Center Bias","reliable"
"Institute on Taxation and Economic Policy (ITEP)","Left-Center","https://itep.org/","itep.org","itep","MBFC","high","Left-Center Bias","reliable"
"Kotaku","Left-Center","https://kotaku.com","kotaku.com","kotaku","MBFC","high","Left-Center Bias","reliable"
"Lifehacker","Left-Center","https://lifehacker.com/","lifehacker.com","lifehacker","MBFC","high","Left-Center Bias","reliable"
"Atavist Magazine","Left-Center","https://magazine.atavist.com/","magazine.atavist.com","atavist","MBFC","very high","Left-Center Bias","reliable"
"Medium","Left-Center","https://medium.com/","medium.com","medium","MBFC","mixed","Left-Center Bias","reliable"
"Mothership","Left-Center","https://mothership.sg","mothership.sg","mothership","MBFC","mixed","Left-Center Bias","reliable"
"New Left Review","Left-Center","https://newleftreview.org/","newleftreview.org","newleftreview","MBFC","high","Left Bias","reliable"
"New Matilda","Left-Center","https://newmatilda.com/","newmatilda.com","newmatilda","MBFC","high","Left Bias","reliable"
"New Moderate","Left-Center","https://newmoderate.com/","newmoderate.com","newmoderate","MBFC","mixed","Left-Center Bias","reliable"
"Mongabay","Left-Center","https://news.mongabay.com","news.mongabay.com","mongabay","MBFC","high","Left-Center Bias","reliable"
"Yahoo News","Left-Center","https://news.yahoo.com/","news.yahoo.com","yahoo","MBFC","high","Left-Center Bias","reliable"
"Our World In Data","Left-Center","https://ourworldindata.org","ourworldindata.org","ourworldindata","MBFC","high","Left-Center Bias","reliable"
"Portland Tribune","Left-Center","https://pamplinmedia.com","pamplinmedia.com","pamplinmedia","MBFC","high","Left-Center Bias","reliable"
"Patriotic Millionaires","Left-Center","https://patrioticmillionaires.org","patrioticmillionaires.org","patrioticmillionaires","MBFC","high","Left-Center Bias","reliable"
"Pacific Standard Magazine","Left-Center","https://psmag.com/","psmag.com","psmag","MBFC","high","Left-Center Bias","reliable"
"RationalWiki","Left-Center","https://rationalwiki.org/wiki/Main_Page","rationalwiki.org","rationalwiki","MBFC","high","Left-Center Bias","reliable"
"Represent.us","Left-Center","https://represent.us/","represent.us","represent","MBFC","high","Left-Center Bias","reliable"
"Scroll.in","Left-Center","https://scroll.in/","scroll.in","scroll","MBFC","mostly factual","Left-Center Bias","reliable"
"San Francisco Globe","Left-Center","https://sfglobe.com/","sfglobe.com","sfglobe","MBFC","mixed","Left-Center Bias","reliable"
"The Century Foundation","Left-Center","https://tcf.org/","tcf.org","tcf","MBFC","high","Left-Center Bias","reliable"
"TechCrunch","Left-Center","https://techcrunch.com","techcrunch.com","techcrunch","MBFC","high","Left-Center Bias","reliable"
"The Baffler","Left-Center","https://thebaffler.com/","thebaffler.com","thebaffler","MBFC","high","Left-Center Bias","reliable"
"The Intercept","Left-Center","https://theintercept.com/","theintercept.com","theintercept","MBFC","mostly factual","Left-Center Bias","reliable"
"Moscow Times","Left-Center","https://themoscowtimes.com/","themoscowtimes.com","themoscowtimes","MBFC","high","Left-Center Bias","reliable"
"The New Tropic","Left-Center","https://thenewtropic.com","thenewtropic.com","thenewtropic","MBFC","high","Left-Center Bias","reliable"
"The Next Web (TNW)","Left-Center","https://thenextweb.com","thenextweb.com","thenextweb","MBFC","mixed","Left-Center Bias","reliable"
"The Tab","Left-Center","https://thetab.com/","thetab.com","thetab","MBFC","mixed","Left-Center Bias","reliable"
"The Tyee","Left-Center","https://thetyee.ca/","thetyee.ca","thetyee","MBFC","mostly factual","Left-Center Bias","reliable"
"The Varsity","Left-Center","https://thevarsity.ca/","thevarsity.ca","thevarsity","MBFC","high","Left-Center Bias","reliable"
"The Wire – India","Left-Center","https://thewire.in/","thewire.in","thewire","MBFC","mostly factual","Left-Center Bias","reliable"
"Timeline","Left-Center","https://timeline.com","timeline.com","timeline","MBFC","high","Left-Center Bias","reliable"
"To Inform is to Influence","Left-Center","https://toinformistoinfluence.com/","toinformistoinfluence.com","toinformistoinfluence","MBFC","high","Left-Center Bias","reliable"
"UAWire","Left-Center","https://uawire.org/","uawire.org","uawire","MBFC","mixed","Left-Center Bias","reliable"
"Wings Over Scotland","Left-Center","https://wingsoverscotland.com","wingsoverscotland.com","wingsoverscotland","MBFC","high","Left-Center Bias","reliable"
"ABC News Australia","Left-Center","https://www.abc.net.au","www.abc.net.au","abc","MBFC","high","Left-Center Bias","reliable"
"AceShowbiz","Left-Center","https://www.aceshowbiz.com/","www.aceshowbiz.com","aceshowbiz","MBFC","mixed","Left-Center Bias","reliable"
"ACLU","Left-Center","https://www.aclu.org/","www.aclu.org","aclu","MBFC","mixed","Left-Center Bias","reliable"
"The New Arab","Left-Center","https://www.alaraby.co.uk/english","www.alaraby.co.uk","alaraby","MBFC","high","Left-Center Bias","reliable"
"Al-Masdar News","Left-Center","https://www.almasdarnews.com","www.almasdarnews.com","almasdarnews","MBFC","mixed","Questionable","questionable"
"American Immigration Council","Left-Center","https://www.americanimmigrationcouncil.org","www.americanimmigrationcouncil.org","americanimmigrationcouncil","MBFC","high","Left-Center Bias","reliable"
"Amnesty International","Left-Center","https://www.amnesty.org/en/","www.amnesty.org","amnesty","MBFC","high","Left-Center Bias","reliable"
"Anniston Star","Left-Center","https://www.annistonstar.com","www.annistonstar.com","annistonstar","MBFC","high","Left-Center Bias","reliable"
"AOL","Left-Center","https://www.aol.com/","www.aol.com","aol","MBFC","high","Left-Center Bias","reliable"
"APM Reports","Left-Center","https://www.apmreports.org/","www.apmreports.org","apmreports","MBFC","high","Left-Center Bias","reliable"
"Arkansas Times","Left-Center","https://www.arktimes.com","www.arktimes.com","arktimes","MBFC","high","Left-Center Bias","reliable"
"ARTE","Left-Center","https://www.arte.tv/","www.arte.tv","arte","MBFC","mostly factual","Left-Center Bias","reliable"
"AV Club","Left-Center","https://www.avclub.com/","www.avclub.com","avclub","MBFC","high","Left-Center Bias","reliable"
"Axios","Left-Center","https://www.axios.com/","www.axios.com","axios","MBFC","high","Left-Center Bias","reliable"
"Battle Creek Enquirer","Left-Center","https://www.battlecreekenquirer.com","www.battlecreekenquirer.com","battlecreekenquirer","MBFC","high","Left-Center Bias","reliable"
"Bellingcat","Left-Center","https://www.bellingcat.com/","www.bellingcat.com","bellingcat","MBFC","high","Left-Center Bias","reliable"
"Bing News","Left-Center","https://www.bing.com/news","www.bing.com","bing","MBFC","high","Left-Center Bias","reliable"
"Bloomberg","Left-Center","https://www.bloomberg.com/","www.bloomberg.com","bloomberg","MBFC","mostly factual","Left-Center Bias","reliable"
"Boston Globe","Left-Center","https://www.bostonglobe.com/","www.bostonglobe.com","bostonglobe","MBFC","high","Left-Center Bias","reliable"
"Brennan Center for Justice","Left-Center","https://www.brennancenter.org/","www.brennancenter.org","brennancenter","MBFC","high","Left-Center Bias","reliable"
"Bustle Magazine","Left-Center","https://www.bustle.com/","www.bustle.com","bustle","MBFC","mostly factual","Left-Center Bias","reliable"
"Buzzfeed News","Left-Center","https://www.buzzfeednews.com/","www.buzzfeednews.com","buzzfeednews","MBFC","mostly factual","Left-Center Bias","reliable"
"Caribbean Life News","Left-Center","https://www.caribbeanlifenews.com/","www.caribbeanlifenews.com","caribbeanlifenews","MBFC","high","Left-Center Bias","reliable"
"Center for International Policy","Left-Center","https://www.ciponline.org/","www.ciponline.org","ciponline","MBFC","high","Left-Center Bias","reliable"
"Citizens for Responsibility and Ethics in Washington (CREW)","Left-Center","https://www.citizensforethics.org","www.citizensforethics.org","citizensforethics","MBFC","high","Left-Center Bias","reliable"
"Commonweal Magazine","Left-Center","https://www.commonwealmagazine.org","www.commonwealmagazine.org","commonwealmagazine","MBFC","high","Left-Center Bias","reliable"
"International Crisis Group","Left-Center","https://www.crisisgroup.org/","www.crisisgroup.org","crisisgroup","MBFC","very high","Left-Center Bias","reliable"
"Dawn","Left-Center","https://www.dawn.com/","www.dawn.com","dawn","MBFC","high","Left-Center Bias","reliable"
"DCReport.org","Left-Center","https://www.dcreport.org/","www.dcreport.org","dcreport","MBFC","high","Left-Center Bias","reliable"
"Economics.Help","Left-Center","https://www.economicshelp.org","www.economicshelp.org","economicshelp","MBFC","high","Left-Center Bias","reliable"
"Electronic Frontier Foundation","Left-Center","https://www.eff.org/","www.eff.org","eff","MBFC","high","Left-Center Bias","reliable"
"Empty Wheel","Left-Center","https://www.emptywheel.net/","www.emptywheel.net","emptywheel","MBFC","high","Left-Center Bias","reliable"
"Engadget","Left-Center","https://www.engadget.com/","www.engadget.com","engadget","MBFC","high","Left-Center Bias","reliable"
"Exposing the Truth","Left-Center","https://www.exposingtruth.com/","www.exposingtruth.com","exposingtruth","MBFC","high","Left-Center Bias","reliable"
"Fast Company","Left-Center","https://www.fastcompany.com/","www.fastcompany.com","fastcompany","MBFC","high","Left-Center Bias","reliable"
"Fight for the Future","Left-Center","https://www.fightforthefuture.org","www.fightforthefuture.org","fightforthefuture","MBFC","high","Left-Center Bias","reliable"
"Fort Worth Weekly","Left-Center","https://www.fwweekly.com/","www.fwweekly.com","fwweekly","MBFC","high","Left-Center Bias","reliable"
"Gay Star News","Left-Center","https://www.gaystarnews.com/","www.gaystarnews.com","gaystarnews","MBFC","high","Left-Center Bias","reliable"
"Global Citizen","Left-Center","https://www.globalcitizen.org/en/","www.globalcitizen.org","globalcitizen","MBFC","high","Left-Center Bias","reliable"
"Greentech Media","Left-Center","https://www.greentechmedia.com/","www.greentechmedia.com","greentechmedia","MBFC","high","Left-Center Bias","reliable"
"Gun Violence Archive","Left-Center","https://www.gunviolencearchive.org","www.gunviolencearchive.org","gunviolencearchive","MBFC","high","Left-Center Bias","reliable"
"Alan Guttmacher Institute","Left-Center","https://www.guttmacher.org/","www.guttmacher.org","guttmacher","MBFC","high","Left-Center Bias","reliable"
"High Country News","Left-Center","https://www.hcn.org","www.hcn.org","hcn","MBFC","high","Left-Center Bias","reliable"
"HealthyWay","Left-Center","https://www.healthyway.com","www.healthyway.com","healthyway","MBFC","high","Left-Center Bias","reliable"
"Houston Chronicle","Left-Center","https://www.houstonchronicle.com/","www.houstonchronicle.com","houstonchronicle","MBFC","high","Left-Center Bias","reliable"
"Human Rights Watch","Left-Center","https://www.hrw.org/","www.hrw.org","hrw","MBFC","high","Left-Center Bias","reliable"
"Humanium","Left-Center","https://www.humanium.org","www.humanium.org","humanium","MBFC","high","Left-Center Bias","reliable"
"Philippine Daily Inquirer","Left-Center","https://www.inquirer.net/","www.inquirer.net","inquirer","MBFC","mostly factual","Left-Center Bias","reliable"
"Inside Edition","Left-Center","https://www.insideedition.com","www.insideedition.com","insideedition","MBFC","high","Left-Center Bias","reliable"
"Inside Higher Ed","Left-Center","https://www.insidehighered.com/","www.insidehighered.com","insidehighered","MBFC","high","Left-Center Bias","reliable"
"Inside Philanthropy","Left-Center","https://www.insidephilanthropy.com","www.insidephilanthropy.com","insidephilanthropy","MBFC","high","Left-Center Bias","reliable"
"Inverse","Left-Center","https://www.inverse.com","www.inverse.com","inverse","MBFC","high","Left-Center Bias","reliable"
"Japan Today","Left-Center","https://www.japantoday.com/","www.japantoday.com","japantoday","MBFC","high","Left-Center Bias","reliable"
"Just Security","Left-Center","https://www.justsecurity.org/","www.justsecurity.org","justsecurity","MBFC","high","Left-Center Bias","reliable"
"Malaysiakini","Left-Center","https://www.malaysiakini.com/","www.malaysiakini.com","malaysiakini","MBFC","mixed","Left-Center Bias","reliable"
"Migration Policy Institute","Left-Center","https://www.migrationpolicy.org","www.migrationpolicy.org","migrationpolicy","MBFC","high","Left-Center Bias","reliable"
"MinnPost","Left-Center","https://www.minnpost.com","www.minnpost.com","minnpost","MBFC","high","Left-Center Bias","reliable"
"Daily Mirror","Left-Center","https://www.mirror.co.uk","www.mirror.co.uk","mirror","MBFC","mixed","Left-Center Bias","reliable"
"Mother Nature Network","Left-Center","https://www.mnn.com","www.mnn.com","mnn","MBFC","high","Left-Center Bias","reliable"
"Minnesota Public Radio (MPR)","Left-Center","https://www.mprnews.org/","www.mprnews.org","mprnews","MBFC","high","Left-Center Bias","reliable"
"Mountain Democrat","Left-Center","https://www.mtdemocrat.com","www.mtdemocrat.com","mtdemocrat","MBFC","high","Right-Center Bias","reliable"
"MyCentralJersey.com","Left-Center","https://www.mycentraljersey.com/","www.mycentraljersey.com","mycentraljersey","MBFC","high","Left-Center Bias","reliable"
"Naples Daily News","Left-Center","https://www.naplesnews.com","www.naplesnews.com","naplesnews","MBFC","high","Left-Center Bias","reliable"
"Nature Conservancy","Left-Center","https://www.nature.org","www.nature.org","nature","MBFC","high","Left-Center Bias","reliable"
"NDTV","Left-Center","https://www.ndtv.com/","www.ndtv.com","ndtv","MBFC","mixed","Left-Center Bias","reliable"
"New America Foundation","Left-Center","https://www.newamerica.org/","www.newamerica.org","newamerica","MBFC","high","Left-Center Bias","reliable"
"New Europe","Left-Center","https://www.neweurope.eu/","www.neweurope.eu","neweurope","MBFC","high","Left-Center Bias","reliable"
"News and Guts","Left-Center","https://www.newsandgutsmedia.com/","www.newsandgutsmedia.com","newsandgutsmedia","MBFC","mostly factual","Left-Center Bias","reliable"
"News Deeply","Left-Center","https://www.newsdeeply.com","www.newsdeeply.com","newsdeeply","MBFC","high","Left-Center Bias","reliable"
"The News-Times (Danbury)","Left-Center","https://www.newstimes.com/","www.newstimes.com","newstimes","MBFC","high","Left-Center Bias","reliable"
"New York Times","Left-Center","https://www.nytimes.com/","www.nytimes.com","nytimes","MBFC","high","Left-Center Bias","reliable"
"OneIndia","Left-Center","https://www.oneindia.com/","www.oneindia.com","oneindia","MBFC","mixed","Left-Center Bias","reliable"
"openDemocracy","Left-Center","https://www.opendemocracy.net/","www.opendemocracy.net","opendemocracy","MBFC","high","Left-Center Bias","reliable"
"The Palm Beach Post","Left-Center","https://www.palmbeachpost.com","www.palmbeachpost.com","palmbeachpost","MBFC","high","Left-Center Bias","reliable"
"Positive News","Left-Center","https://www.positive.news","www.positive.news","positive","MBFC","high","Left-Center Bias","reliable"
"Project Syndicate","Left-Center","https://www.project-syndicate.org/","www.project-syndicate.org","project-syndicate","MBFC","high","Left-Center Bias","reliable"
"Propublica","Left-Center","https://www.propublica.org/","www.propublica.org","propublica","MBFC","high","Left-Center Bias","reliable"
"The Frontier","Left-Center","https://www.readfrontier.org","www.readfrontier.org","readfrontier","MBFC","high","Left-Center Bias","reliable"
"San Diego Reader","Left-Center","https://www.sandiegoreader.com","www.sandiegoreader.com","sandiegoreader","MBFC","high","Left-Center Bias","reliable"
"South China Morning Post","Left-Center","https://www.scmp.com","www.scmp.com","scmp","MBFC","mixed","Left-Center Bias","reliable"
"Sentencing Project","Left-Center","https://www.sentencingproject.org/","www.sentencingproject.org","sentencingproject","MBFC","high","Left-Center Bias","reliable"
"SooToday.com","Left-Center","https://www.sootoday.com/","www.sootoday.com","sootoday","MBFC","high","Left-Center Bias","reliable"
"Stuff","Left-Center","https://www.stuff.co.nz/","www.stuff.co.nz","stuff","MBFC","high","Left-Center Bias","reliable"
"SWI – Swissinfo.ch","Left-Center","https://www.swissinfo.ch/","www.swissinfo.ch","swissinfo","MBFC","high","Left-Center Bias","reliable"
"Taiwan News","Left-Center","https://www.taiwannews.com.tw/","www.taiwannews.com.tw","taiwannews","MBFC","mostly factual","Left-Center Bias","reliable"
"Tax Justice Network","Left-Center","https://www.taxjustice.net/","www.taxjustice.net","taxjustice","MBFC","high","Left-Center Bias","reliable"
"Techdirt","Left-Center","https://www.techdirt.com","www.techdirt.com","techdirt","MBFC","high","Left-Center Bias","reliable"
"Texas Monthly","Left-Center","https://www.texasmonthly.com","www.texasmonthly.com","texasmonthly","MBFC","high","Left-Center Bias","reliable"
"Texas Tribune","Left-Center","https://www.texastribune.org/","www.texastribune.org","texastribune","MBFC","high","Left-Center Bias","reliable"
"The Automatic Earth","Left-Center","https://www.theautomaticearth.com/","www.theautomaticearth.com","theautomaticearth","MBFC","high","Left-Center Bias","reliable"
"The Guardian","Left-Center","https://www.theguardian.com/us","www.theguardian.com","theguardian","MBFC","mixed","Left-Center Bias","reliable"
"The Ringer","Left-Center","https://www.theringer.com","www.theringer.com","theringer","MBFC","high","Left-Center Bias","reliable"
"The Saturday Paper","Left-Center","https://www.thesaturdaypaper.com.au/","www.thesaturdaypaper.com.au","thesaturdaypaper","MBFC","high","Left-Center Bias","reliable"
"Toronto Star","Left-Center","https://www.thestar.com/","www.thestar.com","thestar","MBFC","high","Left-Center Bias","reliable"
"The Trace","Left-Center","https://www.thetrace.org","www.thetrace.org","thetrace","MBFC","high","Left-Center Bias","reliable"
"The Verge","Left-Center","https://www.theverge.com/","www.theverge.com","theverge","MBFC","high","Left-Center Bias","reliable"
"The Week UK","Left-Center","https://www.theweek.co.uk","www.theweek.co.uk","theweek","MBFC","high","Left-Center Bias","reliable"
"TheWrap","Left-Center","https://www.thewrap.com","www.thewrap.com","thewrap","MBFC","mixed","Left-Center Bias","reliable"
"University Business","Left-Center","https://www.universitybusiness.com/","www.universitybusiness.com","universitybusiness","MBFC","high","Left-Center Bias","reliable"
"Vice News","Left-Center","https://www.vice.com/","www.vice.com","vice","MBFC","mostly factual","Left-Center Bias","reliable"
"Washington Post","Left-Center","https://www.washingtonpost.com/","www.washingtonpost.com","washingtonpost","MBFC","mostly factual","Left-Center Bias","reliable"
"Washington Post","Left-Center","https://wapo.st/","wapo.st","washingtonpost","ANOTHER DOMAIN","mostly factual","","reliable"
"Wired Magazine","Left-Center","https://www.wired.com/","www.wired.com","wired","MBFC","high","Left-Center Bias","reliable"
"WorldCrunch","Left-Center","https://www.worldcrunch.com/","www.worldcrunch.com","worldcrunch","MBFC","high","Left-Center Bias","reliable"
"York Dispatch","Left-Center","https://www.yorkdispatch.com","www.yorkdispatch.com","yorkdispatch","MBFC","high","Left-Center Bias","reliable"
"NHK World","Left-Center","https://www3.nhk.or.jp/nhkworld/","www3.nhk.or.jp","nhk","MBFC","high","Left-Center Bias","reliable"
"Youth Radio","Left-Center","https://youthradio.org/","youthradio.org","youthradio","MBFC","high","Left-Center Bias","reliable"
"American Public Media","Left-Center","https://www.americanpublicmedia.org","www.americanpublicmedia.org","americanpublicmedia","MBFC","high","Left-Center Bias","reliable"
"Anchorage Daily News","Left-Center","https://www.adn.com/","www.adn.com","adn","MBFC","high","Left-Center Bias","reliable"
"Anthropocene Magazine","Left-Center","https://www.anthropocenemagazine.org/","www.anthropocenemagazine.org","anthropocenemagazine","MBFC","high","Left-Center Bias","reliable"
"Anti Defamation League","Left-Center","https://www.adl.org","www.adl.org","adl","MBFC","high","Left-Center Bias","reliable"
"Areo","Left-Center","https://areomagazine.com","areomagazine.com","areomagazine","MBFC","high","Left-Center Bias","reliable"
"Arms Control Association","Left-Center","https://www.armscontrol.org","www.armscontrol.org","armscontrol","MBFC","high","Left-Center Bias","reliable"
"Asia Sentinel","Left-Center","https://www.asiasentinel.com/","www.asiasentinel.com","asiasentinel","MBFC","mixed","Left-Center Bias","reliable"
"Atlantic","Left-Center","https://www.theatlantic.com/","www.theatlantic.com","theatlantic","MBFC","high","Left-Center Bias","reliable"
"Austin Daily Herald","Left-Center","https://www.austindailyherald.com/","www.austindailyherald.com","austindailyherald","MBFC","high","Left-Center Bias","reliable"
"BBC News","Left-Center","https://www.bbc.com/news","www.bbc.com","bbc","MBFC","high","Left-Center Bias","reliable"
"BBC News","Left-Center","https://bbc.co.uk","bbc.co.uk","bbc","ANOTHER DOMAIN","high","","reliable"
"Bellingham Herald","Left-Center","https://www.bellinghamherald.com/","www.bellinghamherald.com","bellinghamherald","MBFC","high","Left-Center Bias","reliable"
"Berliner Zeitung","Left-Center","https://www.berliner-zeitung.de/","www.berliner-zeitung.de","berliner-zeitung","MBFC","mostly factual","Left-Center Bias","reliable"
"Bleacher Report","Left-Center","https://bleacherreport.com/","bleacherreport.com","bleacherreport","MBFC","mostly factual","Left-Center Bias","reliable"
"Boston.com","Left-Center","https://www.boston.com/","www.boston.com","boston","MBFC","high","Left-Center Bias","reliable"
